selling price,no_of_bedrooms,has_servant_quarters,property_type,clean_location,zoning_tier
7500000,3.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
158145000,4.0,0,Villa,Muthaiga,Premium Nairobi Suburbs
97500000,5.0,0,Townhouse,Karen,Premium Nairobi Suburbs
17000000,4.0,0,Villa,Nanyuki,Upcountry Luxury Zone
40000000,5.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
150000000,7.0,0,Villa,Westlands,Premium Nairobi Suburbs
30000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
30000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
25000000,4.0,0,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
12000000,3.0,1,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
36500000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
140000000,7.0,0,Villa,Westlands,Premium Nairobi Suburbs
6200000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
85000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
49000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
10500000,3.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
107000000,6.0,0,Villa,Karen,Premium Nairobi Suburbs
8000000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
25000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
13500000,4.0,0,Townhouse,Ngong,SatelliteTowns/Commuter Belt
16850000,3.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
18000000,4.0,0,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
68000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
72000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
35000000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
14500000,4.0,0,Townhouse,Other,Other_Unclassified
85000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
16500000,4.0,0,Townhouse,Ngong,SatelliteTowns/Commuter Belt
65000000,5.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
6000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
35000000,7.0,0,Villa,Karen,Premium Nairobi Suburbs
100000000,7.0,0,Villa,Karen,Premium Nairobi Suburbs
70000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
125000000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
68000000,6.0,0,Villa,Mtwapa,Coastal Market Corridor
75000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
160000000,9.0,0,Townhouse,Nyali,Coastal Market Corridor
62000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
39500000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
17000000,5.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
95000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
12600000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
90000000,5.0,0,Townhouse,Nyali,Coastal Market Corridor
165000000,7.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
50000000,4.0,0,Townhouse,Limuru/Tigoni,SatelliteTowns/Commuter Belt
5800000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
14000000,3.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
85000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
52000000,4.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
130000000,7.0,0,Villa,Westlands,Premium Nairobi Suburbs
35000000,4.0,0,Villa,Malindi,Coastal Market Corridor
170000000,7.0,0,Villa,Karen,Premium Nairobi Suburbs
6000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
68000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
11500000,4.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
7950000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
17000000,3.0,0,Villa,Athi River,SatelliteTowns/Commuter Belt
28000000,1.0,0,Townhouse,Mombasa,Coastal Market Corridor
21817000,3.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
23000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
92000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
95000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
150000000,6.0,1,Villa,Lavington,Premium Nairobi Suburbs
130000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
121000000,6.0,0,Villa,Lavington,Premium Nairobi Suburbs
120000000,4.0,0,Villa,Nyali,Coastal Market Corridor
160000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
125000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
45000000,4.0,0,Townhouse,Kisumu,Upcountry Luxury Zone
13000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
85000000,4.0,0,Villa,Mombasa,Coastal Market Corridor
32000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
140000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
8500000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
25500000,4.0,0,Villa,Mtwapa,Coastal Market Corridor
12600000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
39000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
5800000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
38500000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
123000000,3.0,0,Villa,Westlands,Premium Nairobi Suburbs
20950000,4.0,0,Villa,South C,High Density Upcoming Suburbs
34000000,4.0,1,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
7500000,3.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
70000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
75000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
6750000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
48450000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
50000000,4.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
20000000,5.0,0,Townhouse,Embakasi / Eastlands,High Density Upcoming Suburbs
69500000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
110000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
52000000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
48000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
110000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
40000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
20000000,4.0,0,Townhouse,Limuru/Tigoni,SatelliteTowns/Commuter Belt
69000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
70000000,4.0,1,Townhouse,Westlands,Premium Nairobi Suburbs
43000000,4.0,0,Villa,Mombasa,Coastal Market Corridor
50000000,5.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
8950000,4.0,0,Villa,Mombasa,Coastal Market Corridor
100000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
25000000,4.0,0,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
55000000,4.0,0,Villa,Nyali,Coastal Market Corridor
75000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
15000000,4.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
75000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
67000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
6500000,3.0,0,Townhouse,Mtwapa,Coastal Market Corridor
90000000,5.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
95000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
50000000,3.0,0,Villa,Nanyuki,Upcountry Luxury Zone
25000000,5.0,0,Villa,Nyali,Coastal Market Corridor
6000000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
7500000,3.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
26500000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
65000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
110000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
81420000,4.0,0,Villa,Nanyuki,Upcountry Luxury Zone
28000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
63000000,4.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
82000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
67000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
18000000,4.0,1,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
13000000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
70000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
25000000,3.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
50000000,4.0,0,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
42000000,4.0,1,Villa,Westlands,Premium Nairobi Suburbs
15000000,5.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
60000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
110000000,5.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
59000000,4.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
40000000,6.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
150000000,6.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
22000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
50000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
15800000,5.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
85000000,6.0,0,Villa,Nyali,Coastal Market Corridor
63000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
55000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
7900000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
17000000,4.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
6200000,3.0,1,Villa,Kitengela,SatelliteTowns/Commuter Belt
75000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
29980000,3.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
47000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
165000000,6.0,0,Villa,Lavington,Premium Nairobi Suburbs
9950000,3.0,1,Villa,Kitengela,SatelliteTowns/Commuter Belt
75000000,6.0,0,Villa,Lavington,Premium Nairobi Suburbs
43000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
13500000,5.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
6000000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
29000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
28000000,3.0,0,Villa,Diani,Coastal Market Corridor
38000000,4.0,0,Villa,Nyali,Coastal Market Corridor
27000000,5.0,0,Townhouse,Lang'ata,High Density Upcoming Suburbs
18000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
61000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
128000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
22000000,3.0,0,Villa,Watamu,Coastal Market Corridor
47000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
50000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
30000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
65000000,5.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
88000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
18000000,4.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
95000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
55000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
13100000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
6200000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
45000000,5.0,0,Villa,Mombasa,Coastal Market Corridor
100000000,4.0,0,Villa,Diani,Coastal Market Corridor
88000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
35000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
70000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
118500000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
16500000,5.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
10950000,2.0,0,Townhouse,Kilimani,Premium Nairobi Suburbs
18000000,3.0,1,Townhouse,Other,Other_Unclassified
70000000,4.0,0,Villa,Nyali,Coastal Market Corridor
9500000,4.0,0,Villa,Other,Other_Unclassified
4600000,2.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
68000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
24500000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
5800000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
36000000,3.0,0,Villa,Nyali,Coastal Market Corridor
40000000,4.0,0,Villa,Malindi,Coastal Market Corridor
37000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
20000000,5.0,0,Villa,Malindi,Coastal Market Corridor
68000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
12500000,3.0,1,Townhouse,Embakasi / Eastlands,High Density Upcoming Suburbs
45000000,6.0,0,Villa,Watamu,Coastal Market Corridor
32000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
85000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
40000000,3.0,0,Villa,Naivasha,Upcountry Luxury Zone
55000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
20000000,4.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
15000000,3.0,1,Townhouse,Limuru/Tigoni,SatelliteTowns/Commuter Belt
8150000,3.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
25500000,5.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
75000000,4.0,0,Villa,Mombasa,Coastal Market Corridor
5500000,3.0,0,Villa,Other,Other_Unclassified
150000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
65000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
68000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
29900000,4.0,1,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
7500000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
90000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
63950000,5.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
6000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
8500000,3.0,0,Townhouse,Mtwapa,Coastal Market Corridor
12000000,4.0,0,Townhouse,Kikuyu,SatelliteTowns/Commuter Belt
50000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
30000000,5.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
33000000,7.0,0,Villa,Watamu,Coastal Market Corridor
30000000,5.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
16000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
85000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
165000000,7.0,0,Villa,Westlands,Premium Nairobi Suburbs
105000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
18000000,4.0,1,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
12500000,4.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
26000000,3.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
70000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
80000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
37000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
135000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
42000000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
20000000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
135000000,7.0,0,Villa,Westlands,Premium Nairobi Suburbs
120000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
19700000,4.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
6750000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
25000000,3.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
7500000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
27000000,4.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
49500000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
80000000,7.0,0,Villa,Mtwapa,Coastal Market Corridor
50000000,3.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
39500000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
70000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
48000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
45000000,4.0,0,Villa,Mombasa,Coastal Market Corridor
7800000,4.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
8500000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
50000000,4.0,0,Villa,Nyali,Coastal Market Corridor
83000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
30000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
9500000,2.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
30000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
120000000,5.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
16000000,2.0,0,Villa,Malindi,Coastal Market Corridor
120000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
6500000,1.0,0,Villa,Kilimani,Premium Nairobi Suburbs
12500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
7200000,3.0,1,Villa,Kitengela,SatelliteTowns/Commuter Belt
32000000,4.0,0,Villa,Nyali,Coastal Market Corridor
45000000,4.0,1,Townhouse,Limuru/Tigoni,SatelliteTowns/Commuter Belt
45000000,4.0,0,Townhouse,Mombasa,Coastal Market Corridor
10000000,3.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
6500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
55000000,6.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
65000000,4.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
40000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
9000000,3.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
6500000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
7500000,4.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
72000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
140000000,4.0,0,Villa,Nyali,Coastal Market Corridor
16500000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
25000000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
65000000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
123000000,4.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
60000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
14000000,3.0,1,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
68000000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
95000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
130000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
12600000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
36000000,4.0,0,Villa,Muthaiga,Premium Nairobi Suburbs
7500000,3.0,0,Townhouse,Mtwapa,Coastal Market Corridor
42000000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
17000000,4.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
55000000,6.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
75000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
130000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
120000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
20000000,4.0,0,Townhouse,South B,High Density Upcoming Suburbs
52000000,5.0,1,Townhouse,Kileleshwa,Premium Nairobi Suburbs
15500000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
90000000,5.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
50000000,4.0,0,Townhouse,Limuru/Tigoni,SatelliteTowns/Commuter Belt
75000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
12500000,3.0,0,Townhouse,Lang'ata,High Density Upcoming Suburbs
50000000,4.0,0,Villa,Nyali,Coastal Market Corridor
10500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
30000000,5.0,0,Villa,Thika,Kiambu/Thika_Road Corridor
9500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
38500000,3.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
6500000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
36000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
30000000,3.0,0,Villa,Nyali,Coastal Market Corridor
120000000,6.0,0,Villa,Lavington,Premium Nairobi Suburbs
9000000,5.0,0,Townhouse,Embakasi / Eastlands,High Density Upcoming Suburbs
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
95000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
60000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
58000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
17500000,4.0,0,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
95000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
28500000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
28250000,6.0,0,Townhouse,Lang'ata,High Density Upcoming Suburbs
99000000,5.0,1,Villa,Karen,Premium Nairobi Suburbs
68000000,5.0,0,Villa,Diani,Coastal Market Corridor
22500000,4.0,0,Villa,Athi River,SatelliteTowns/Commuter Belt
28500000,6.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
65000000,5.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
49000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
40000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
15000000,3.0,0,Townhouse,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
38000000,6.0,0,Villa,Mtwapa,Coastal Market Corridor
28000000,6.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
40000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
121000000,6.0,0,Villa,Lavington,Premium Nairobi Suburbs
24000000,5.0,0,Villa,Thika,Kiambu/Thika_Road Corridor
12500000,4.0,0,Townhouse,Kikuyu,SatelliteTowns/Commuter Belt
36000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
78000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
12500000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
7300000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
27000000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
12000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
88000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
39000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
43580000,5.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
8950000,4.0,0,Villa,Mombasa,Coastal Market Corridor
21000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
150000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
34450000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
15000000,4.0,0,Villa,Mombasa,Coastal Market Corridor
25000000,8.0,0,Villa,Nyali,Coastal Market Corridor
6500000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
25000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
12000000,4.0,0,Villa,Athi River,SatelliteTowns/Commuter Belt
6200000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
65000000,6.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
36000000,4.0,0,Villa,Kilimani,Premium Nairobi Suburbs
47500000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
75000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
10000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
6000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
13000000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
55000000,5.0,1,Townhouse,Kileleshwa,Premium Nairobi Suburbs
37000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
6300000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
67000000,5.0,1,Townhouse,Westlands,Premium Nairobi Suburbs
25000000,4.0,0,Villa,Athi River,SatelliteTowns/Commuter Belt
110000000,6.0,0,Villa,Lavington,Premium Nairobi Suburbs
9500000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
80000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
29000000,3.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
24000000,5.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
55000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
100000000,5.0,0,Villa,Nyali,Coastal Market Corridor
14000000,3.0,0,Villa,Mombasa,Coastal Market Corridor
18000000,2.0,0,Townhouse,Mtwapa,Coastal Market Corridor
75000000,4.0,0,Townhouse,Karen,Premium Nairobi Suburbs
16500000,3.0,0,Townhouse,South C,High Density Upcoming Suburbs
24500000,4.0,1,Villa,Ngong,SatelliteTowns/Commuter Belt
6500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
135000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
50000000,6.0,0,Villa,Mtwapa,Coastal Market Corridor
7500000,3.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
40000000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
63000000,5.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
80000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
33000000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
49000000,4.0,0,Villa,Kilimani,Premium Nairobi Suburbs
11000000,3.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
6700000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
85000000,7.0,0,Villa,Westlands,Premium Nairobi Suburbs
18500000,3.0,1,Townhouse,Roysambu Area,High Density Upcoming Suburbs
26000000,4.0,0,Townhouse,Lang'ata,High Density Upcoming Suburbs
